timestamp,simple-path,time
"2022-06-02 11:09:20.195","/master/welcome",7391
"2022-06-02 11:09:20.832","/master/welcome",580
"2022-06-02 11:09:23.076","/master/sign-in",2170
"2022-06-02 11:09:24.412","/master/welcome",592
