timestamp,test-class,test-method,time,description,result
"2022-06-01 23:02:13.238","acme.testing.patron.chimpum.PatronChimpumUpdateTest","positive",14596,""[1] recordIndex=0, pattern=ABC-005-A, title=Amazing CHIMPUM 5, description=Is Amazing at best, creationMoment=2022/05/20 12:00, startDate=2022/07/21 12:00, finishDate=2022/08/01 12:00, budget=EUR 60.00, link=https://www.google.com"","OK"
"2022-06-01 23:02:19.293","acme.testing.patron.chimpum.PatronChimpumUpdateTest","negative",5606,""[1] recordIndex=0, pattern=ABC-002-A, title=Amazing CHIMPUM 3, description=Is Amazing at best, creationMoment=2022/05/20 12:00, startDate=2022/01/21 12:00, finishDate=2022/08/01 12:00, budget=EUR 60.00, link=https://www.google.com"","OK"
"2022-06-01 23:02:25.303","acme.testing.patron.chimpum.PatronChimpumUpdateTest","negative",5564,""[2] recordIndex=1, pattern=ABC-002-A, title=Amazing CHIMPUM 3, description=Is Amazing at best, creationMoment=2022/07/20 12:00, startDate=2022/01/21 12:00, finishDate=2022/07/21 12:00, budget=EUR 60.00, link=https://www.google.com"","OK"
"2022-06-01 23:02:31.153","acme.testing.patron.chimpum.PatronChimpumUpdateTest","negative",5439,""[3] recordIndex=2, pattern=ABC-002-A, title=Amazing CHIMPUM 3, description=Is Amazing at best, creationMoment=2022/06/20 12:00, startDate=2022/01/21 12:00, finishDate=2022/07/21 12:00, budget=EUR -60.00, link=https://www.google.com"","OK"
"2022-06-01 23:02:37.091","acme.testing.patron.chimpum.PatronChimpumUpdateTest","negative",5524,""[4] recordIndex=3, pattern=ABC-002-A, title=Amazing CHIMPUM 3, description=Is Amazing at best, creationMoment=2022/06/20 12:00, startDate=2022/01/21 12:00, finishDate=2022/07/21 12:00, budget=OSX 60.00, link=https://www.google.com"","OK"
"2022-06-01 23:02:42.879","acme.testing.patron.chimpum.PatronChimpumUpdateTest","negative",5361,""[5] recordIndex=4, pattern=null, title=null, description=null, creationMoment=null, startDate=null, finishDate=null, budget=null, link=https://www.google.com"","OK"
"2022-06-01 23:02:48.802","acme.testing.patron.chimpum.PatronChimpumUpdateTest","negative",5499,""[6] recordIndex=5, pattern=ABC-002-A, title=sex, description=sex, creationMoment=2022/07/20 12:00, startDate=2022/01/21 12:00, finishDate=2022/07/21 12:00, budget=OSX 60.00, link=https://www.google.com"","OK"
"2022-06-01 23:02:54.834","acme.testing.patron.chimpum.PatronChimpumUpdateTest","negative",5601,""[7] recordIndex=6, pattern=ABC-002-A, title=sexy, description=sexy, creationMoment=2022/07/20 12:00, startDate=2022/01/21 12:00, finishDate=2022/07/21 12:00, budget=OSX 60.00, link=https://www.google.com"","OK"
"2022-06-01 23:03:04.074","acme.testing.patron.chimpum.PatronChimpumDeleteTest","positive",7653,""positive()"","OK"
"2022-06-01 23:03:05.188","acme.testing.patron.chimpum.PatronChimpumDeleteTest","negative",719,""negative()"","OK"
"2022-06-01 23:03:10.216","acme.testing.patron.chimpum.PatronChimpumListTest","positive",3356,""[1] recordIndex=0, pattern=ABC-001-A-19/05/2022-1, title=Amazing CHIMPUM, description=Is Amazing at best, creationMoment=2022/05/19 12:00, startDate=2022/06/20 12:00, finishDate=2022/07/01 12:00, budget=EUR 60.00, link=https://www.google.com"","Expected value 'ABC-001-A-19/05/2022-1' in attribute 0 of record 0, but found 'ABC-001-A-19/05/2022'"
"2022-06-01 23:03:13.893","acme.testing.patron.chimpum.PatronChimpumListTest","positive",3296,""[2] recordIndex=1, pattern=ABC-001-A-29/05/2022-1, title=Amazing CHIMPUM 2, description=Is Amazing at best yeah, creationMoment=2022/05/20 12:00, startDate=2022/06/20 12:00, finishDate=2022/07/01 12:00, budget=EUR 200.00, link=https://www.google.com"","Expected value 'ABC-001-A-29/05/2022-1' in attribute 0 of record 1, but found 'ABC-002-A-20/05/2022'"
"2022-06-01 23:03:14.851","acme.testing.patron.chimpum.PatronChimpumListTest","negative",541,""negative()"","OK"
"2022-06-01 23:03:27.026","acme.testing.patron.chimpum.PatronChimpumCreateTest","positive",10590,""[1] recordIndex=0, pattern=ABC-001-X, title=Amazing CHIMPUM 3, description=Is Amazing at best, creationMoment=2022/05/20 12:00, startDate=2022/07/21 12:00, finishDate=2022/08/01 12:00, budget=EUR 60.00, link=https://www.google.com"","OK"
"2022-06-01 23:03:32.9","acme.testing.patron.chimpum.PatronChimpumCreateTest","negative",5474,""[1] recordIndex=0, pattern=ABC-001-A, title=Amazing CHIMPUM 3, description=Is Amazing at best, creationMoment=2022/05/20 12:00, startDate=2022/01/21 12:00, finishDate=2022/08/01 12:00, budget=EUR 60.00, link=https://www.google.com"","OK"
"2022-06-01 23:03:38.897","acme.testing.patron.chimpum.PatronChimpumCreateTest","negative",5527,""[2] recordIndex=1, pattern=ABC-001-X, title=Amazing CHIMPUM 3, description=Is Amazing at best, creationMoment=2022/07/20 12:00, startDate=2022/01/21 12:00, finishDate=2022/07/21 12:00, budget=EUR 60.00, link=https://www.google.com"","OK"
"2022-06-01 23:03:44.769","acme.testing.patron.chimpum.PatronChimpumCreateTest","negative",5445,""[3] recordIndex=2, pattern=ABC-001-A, title=Amazing CHIMPUM 3, description=Is Amazing at best, creationMoment=2022/06/20 12:00, startDate=2022/01/21 12:00, finishDate=2022/07/21 12:00, budget=EUR -60.00, link=https://www.google.com"","OK"
"2022-06-01 23:03:51.684","acme.testing.patron.chimpum.PatronChimpumCreateTest","negative",6376,""[4] recordIndex=3, pattern=ABC-001-A, title=Amazing CHIMPUM 3, description=Is Amazing at best, creationMoment=2022/06/20 12:00, startDate=2022/01/21 12:00, finishDate=2022/07/21 12:00, budget=OSX 60.00, link=https://www.google.com"","OK"
"2022-06-01 23:03:57.45","acme.testing.patron.chimpum.PatronChimpumCreateTest","negative",5361,""[5] recordIndex=4, pattern=null, title=null, description=null, creationMoment=null, startDate=null, finishDate=null, budget=null, link=https://www.google.com"","OK"
"2022-06-01 23:04:03.406","acme.testing.patron.chimpum.PatronChimpumCreateTest","negative",5486,""[6] recordIndex=5, pattern=ABC-001-A, title=sex, description=sex, creationMoment=2022/07/20 12:00, startDate=2022/01/21 12:00, finishDate=2022/07/21 12:00, budget=OSX 60.00, link=https://www.google.com"","OK"
"2022-06-01 23:04:09.353","acme.testing.patron.chimpum.PatronChimpumCreateTest","negative",5523,""[7] recordIndex=6, pattern=ABC-001-A, title=sexy, description=sexy, creationMoment=2022/07/20 12:00, startDate=2022/01/21 12:00, finishDate=2022/07/21 12:00, budget=OSX 60.00, link=https://www.google.com"","OK"
