timestamp,simple-path,time
"2022-05-29 13:45:08.774","/master/welcome",6000
"2022-05-29 13:45:09.321","/master/welcome",499
"2022-05-29 13:45:11.568","/master/sign-in",2173
"2022-05-29 13:45:12.884","/master/welcome",582
"2022-05-29 13:45:14.705","/inventor/chimpum/list",1112
"2022-05-29 13:45:16.647","/inventor/chimpum/show",1630
"2022-05-29 13:45:18.324","/inventor/chimpum/list",598
"2022-05-29 13:45:20.818","/master/welcome",396
"2022-05-29 13:45:21.637","/inventor/chimpum/list",773
