timestamp,test-class,test-method,time,description,result
"2022-05-29 12:55:09.833","acme.testing.inventor.chimpum.InventorChimpumCreateTest","positive",9951,""[1] recordIndex=0, pattern=30/05/2022-1, title=Amazing CHIMPUM 3, description=Is Amazing at best, creationMoment=2022/05/20 12:00, startDate=2022/07/21 12:00, finishDate=2022/08/01 12:00, budget=EUR 60.00, link=https://www.google.com"","Errors were unexpected, but found"
"2022-05-29 12:55:16.232","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negative",5846,""[1] recordIndex=0, pattern=01/06/2022-1, title=Amazing CHIMPUM 3, description=Is Amazing at best, creationMoment=2022/05/20 12:00, startDate=2022/01/21 12:00, finishDate=2022/08/01 12:00, budget=EUR 60.00, link=https://www.google.com"","OK"
"2022-05-29 12:55:22.38","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negative",5670,""[2] recordIndex=1, pattern=30/05/2022-2, title=Amazing CHIMPUM 3, description=Is Amazing at best, creationMoment=2022/07/20 12:00, startDate=2022/01/21 12:00, finishDate=2022/07/21 12:00, budget=EUR 60.00, link=https://www.google.com"","OK"
"2022-05-29 12:55:28.52","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negative",5620,""[3] recordIndex=2, pattern=30/05/2022-2, title=Amazing CHIMPUM 3, description=Is Amazing at best, creationMoment=2022/06/20 12:00, startDate=2022/01/21 12:00, finishDate=2022/07/21 12:00, budget=EUR -60.00, link=https://www.google.com"","OK"
"2022-05-29 12:55:34.652","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negative",5655,""[4] recordIndex=3, pattern=30/05/2022-2, title=Amazing CHIMPUM 3, description=Is Amazing at best, creationMoment=2022/06/20 12:00, startDate=2022/01/21 12:00, finishDate=2022/07/21 12:00, budget=OSX 60.00, link=https://www.google.com"","OK"
"2022-05-29 12:55:40.62","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negative",5447,""[5] recordIndex=4, pattern=null, title=null, description=null, creationMoment=null, startDate=null, finishDate=null, budget=null, link=https://www.google.com"","OK"
"2022-05-29 12:55:46.721","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negative",5538,""[6] recordIndex=5, pattern=30/05/2022-2, title=sex, description=sex, creationMoment=2022/07/20 12:00, startDate=2022/01/21 12:00, finishDate=2022/07/21 12:00, budget=OSX 60.00, link=https://www.google.com"","OK"
"2022-05-29 12:55:52.835","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negative",5634,""[7] recordIndex=6, pattern=30/05/2022-2, title=sexy, description=sexy, creationMoment=2022/07/20 12:00, startDate=2022/01/21 12:00, finishDate=2022/07/21 12:00, budget=OSX 60.00, link=https://www.google.com"","OK"
"2022-05-29 12:55:58.939","acme.testing.inventor.chimpum.InventorChimpumCreateTest","negative",5582,""[8] recordIndex=6, pattern=29/05/2022-1, title=sexy, description=sexy, creationMoment=2022/07/20 12:00, startDate=2022/01/21 12:00, finishDate=2022/07/21 12:00, budget=OSX 60.00, link=https://www.google.com"","OK"
